Nike,1203336262322728960,2019-12-07 15:31:36,"b'@angel_alvarez23 No set launch for the entire collection, however, there are 6 colorways of the Zoom Pulse launching today on https://t.co/a8F24puLBS at 8am. As a part of this partnership, all profits will be donated to Doernbecher Hospital. Peek here for more info! \xf0\x9f\x91\xa8\xe2\x80\x8d\xe2\x9a\x95\xef\xb8\x8f\n\nhttps://t.co/TRMlBAQAah'"
Nike,1203305853207617536,2019-12-07 13:30:46,b'@JoyceTivis You are inspiring us Joyce! Best of luck on your surgery. You have our support.'
Nike,1203304722905612288,2019-12-07 13:26:16,"b""@IndoChimps That's not what we want to hear, can you DM us your order number and NikePlus email?"""
Nike,1202988638990217217,2019-12-06 16:30:16,"b""@imani_westcoast Hey there! At this time, we don't have a service to donate footwear. We would recommend going to local donation centers in your area. We wish you and your charity the best of luck and admire you supporting your community!"""
Nike,1202738304464171008,2019-12-05 23:55:32,"b""@idgafath No word on a restock right now, but we've got some customization options coming soon! Check 'em out: https://t.co/mZI42ZxxYN"""
Nike,1202584046276096001,2019-12-05 13:42:34,"b'@JoeyCastro_671 No excuses, only results. Keep stacking up those miles. \xf0\x9f\x92\xaa'"
Nike,1202277512199491584,2019-12-04 17:24:30,"b'@WashingtonDonny Nothing to share currently, Donny. Stay tuned!'"
Nike,1202252239231950856,2019-12-04 15:44:05,"b'@David55780246 Working on figuring out which shoes those are.  In the meantime, what size are you and what did you like about these?'"
Nike,1202249744023724032,2019-12-04 15:34:10,b'@Leticia_S_Marin Of course \xf0\x9f\x98\x8e \xf0\x9f\x91\x8d'
Nike,1202236994962767873,2019-12-04 14:43:30,"b""@OhMyGourde That's not what we like to hear. Can you tell us more about what happened?"""
Nike,1202011871278256128,2019-12-03 23:48:57,b'@_daytoy All black tho? \xf0\x9f\x91\x80 https://t.co/o0jecgw1nH'
Nike,1202004113891815424,2019-12-03 23:18:07,b'RT @trvisXX: CACTUS JACK COURT COMING SOON !!\nFROM ME AND @NIKE FOR THE KIDS AND\nTHE CITY !!! ALL FOR HOUSTON #ALLFOR1 https://t.co/1PA7Hhg\xe2\x80\xa6'
Nike,1201946983143026693,2019-12-03 19:31:06,"b""@giannafreni Hey Gianna, there's no word on an online restock at this time. With that said, it looks like Nike Lynnfield may have one available in your size. We recommend giving them a call to confirm availability. 781.334.2341"""
Nike,1201938389567725569,2019-12-03 18:56:57,"b""@tapi_b We recommend these SFB 2 Boots! They're a highly durable boot with an internal rock-shield that prevents punctures. Check em' out below and let us know your thoughts. \xf0\x9f\x91\x87 \n\nhttps://t.co/dNnQaQ9sLP"""
Nike,1201935515030839297,2019-12-03 18:45:32,"b""@srbpower Hey Dan! Those are the AF1 LV8 'Day of the Dead' (CT1138-100). They were a popular style when they launched back in October, and are no longer available for purchase in your area. You can find all of our Air Force 1 styles on our site here: https://t.co/osmiUrksPY"""
Nike,1201902144590372864,2019-12-03 16:32:56,b'@DiaRuShHam Being that the shoes were purchased at Champs you will need to reach out to them for your best return policy options.'
Nike,1201866021503750144,2019-12-03 14:09:23,b'@dramatizei Anytime \xf0\x9f\x98\x8e \xf0\x9f\xa4\x9c \xf0\x9f\xa4\x9b'
Nike,1201855520312823808,2019-12-03 13:27:40,"b""@DiaRuShHam That's not what we want to hear. Can you tell us some more about what activities you were doing in your shoes, and where you purchased them?"""
Nike,1201619362307809282,2019-12-02 21:49:15,b'@pateman_batrick Of course! \xf0\x9f\x92\xaa'
Nike,1201605164819533824,2019-12-02 20:52:50,"b""@pateman_batrick Apologies for the confusion, let's have you give us a call here for more info: +44 (0) 2076604453 (8:00\xe2\x80\x9320:00 Monday\xe2\x80\x93Friday and 8:00\xe2\x80\x9317:00 Saturday)"""
Nike,1201601096172609536,2019-12-02 20:36:40,"b'@pateman_batrick Hi, to clarify are you trying to purchase a single shoe? Not a pair of shoes?'"
Nike,1201461173176152064,2019-12-02 11:20:40,b'@LaloChacon Bravo Lalo!!! Nos alegra verte siempre sumando km!! Que nada te detenga \xf0\x9f\x91\x8a\xf0\x9f\x98\x89.'
Nike,1201268158985854976,2019-12-01 22:33:42,b'@ThelmzN No date to share yet! Coming soon. \xf0\x9f\x91\x80 \n\nhttps://t.co/vMY5hpuc1R'
Nike,1200909523365617665,2019-11-30 22:48:36,b'@BelichicksHood We found their long-lost twin! Let us know what you think. https://t.co/rcoyw5vPPv'
Nike,1200898132575477760,2019-11-30 22:03:21,b'@mmRiaaa3 Say no more! We got you \xf0\x9f\x92\x81: https://t.co/LIUEzikTUh'
Nike,1200878465735708675,2019-11-30 20:45:12,"b'@RichardKing3170 Keep an eye out on our site, so you can grab them! https://t.co/qeWgql0Tgj'"
Nike,1200558817697828864,2019-11-29 23:35:02,b'@Maverick2405 Beautiful \xf0\x9f\x98\x8d now what other swag do you need to wear with those? \xe2\xac\x87\xef\xb8\x8f \n\nhttps://t.co/dKVBIfDNXf'
Nike,1200556473727750147,2019-11-29 23:25:43,b'@berrydelicious Anytime Joci \xf0\x9f\x92\xaa'
Nike,1200513541624803328,2019-11-29 20:35:07,"b'@mckenna__yob Hi Mckenna, we outsource all of our models from modeling agencies.  If someone is interested in doing modeling for us, we suggest they get in contact with a local modeling agency and go from there.'"
Nike,1200484465748979713,2019-11-29 18:39:35,"b""@abbieeh87 That's not what we want to hear.  When and where did you purchase the shoes? Can you please send us a picture of the shoes?"""
Nike,1200450970192359424,2019-11-29 16:26:29,"b'@ShelGillespie Thanks for the shout out Michelle, always here to help!'"
Nike,1200200765656227840,2019-11-28 23:52:15,"b'@kaysay11b Hey Casey, here is our full Nike FlyEase collection! Let us know if this is what you were looking for. \xf0\x9f\x91\x8d\n\nhttps://t.co/u28tX3QWS0'"
Nike,1200143585464725506,2019-11-28 20:05:03,"b""@Phuzakie Currently, that hoodie is only available as a team exclusive. However, here's a similar style to keep you geared for the rest of the season! \xf0\x9f\x8f\x88 \n\nhttps://t.co/0Ly9oakqu4"""
Nike,1200127428141690882,2019-11-28 19:00:50,"b'@SGhorafi Those are the Off-White x Air Force 1s, originally released in 2017, they are no longer available. Be sure to check out the SNEAKRS app so you never miss out on a launch like these. \xf0\x9f\x91\x87 \n\nhttps://t.co/bAtS6LxtG6'"
Nike,1200124651768369152,2019-11-28 18:49:48,"b'@JayRimmer10 Hey Jay, the site is experiencing a lot of traffic currently because of the Barry Sanders Air Zoom Jet release.  Our team is working on it and it should be back to normal very soon.'"
Nike,1200067502270820352,2019-11-28 15:02:43,"b""@Rodrymcf Whoops thank you, we'll get that passed along to the appropriate team."""
Nike,1199852000957124608,2019-11-28 00:46:23,b'@shaudxoxo \xf0\x9f\x91\x80\n\nhttps://t.co/q4p6wUPB0q'
Nike,1199707505565192192,2019-11-27 15:12:13,b'What carries you can change the game. Who carries you can change the world. #JustDoIt https://t.co/1vuruYb0hj'
Nike,1199516568440524800,2019-11-27 02:33:30,"b""@AJHYPENY Can't go wrong with copping both colorways \xf0\x9f\x92\xaa"""
Nike,1199485194362916864,2019-11-27 00:28:50,b'@LuDaGreat Thoughts on these 97s? \xf0\x9f\x91\x80\n\nhttps://t.co/cOvc7Jhach'
Nike,1199480681992269826,2019-11-27 00:10:54,"b""@lilly40294912 That's not what we like to see. Can you let us know where you purchased the shoes from, so we can better discuss possible options for you?"""
Nike,1199429348538880002,2019-11-26 20:46:55,"b""@AmandaKeaneTV Hi, Amanda. That's not what we like to hear. DM us where and when you purchased those shoes, and we'll look at your options. If you bought them online, DM us the order number. https://t.co/klmMF0Q8Tn"""
Nike,1199386335628480512,2019-11-26 17:56:00,b'@stephenbrownnnn No news on that re-stock but keep it locked here for the latest releases. \nhttps://t.co/BABPzVc8HZ'
Nike,1199383533053235201,2019-11-26 17:44:52,"b'@stephenbrownnnn Hey, Stephen. We found that those joggers are out of stock, but we found a similar pair for you. Let us know what you think of the Nike Phenom Pants.\nhttps://t.co/eC1yHh0Y2e'"
Nike,1199379910827106306,2019-11-26 17:30:28,"b'@Hannah______x Hey Hannah, being a NikePlus member is free. Learn all you need to know on our site and welcome to the family! https://t.co/TewWQ5slny'"
Nike,1199284654320357377,2019-11-26 11:11:57,"b""@larryportaro Champions aren't born, they're made. Your journey is proof of this. Let's go for another 3000 miles. \xf0\x9f\x92\xaa https://t.co/Ei0B7X08jz"""
Nike,1199250466762371072,2019-11-26 08:56:06,b'@chapshots Path of greatness ahead and with a nice view to boot. https://t.co/IWxbA9b4bN'
Nike,1199250220971954177,2019-11-26 08:55:08,b'@Blessing_TSG We simply provide the tools. The hard work and dedication is all you. Yes...you! https://t.co/eAkQfRZ8qn'
Nike,1199073980642144256,2019-11-25 21:14:49,b'@HighOctane_Buzz Winter might not be so cold after all. \xf0\x9f\x94\xa5'
Nike,1198042354315386882,2019-11-23 00:55:30,"b""@tink_melanin It's on our site! Be sure to share a photo when you cop. \xf0\x9f\x98\x8d https://t.co/0ahSSLSuyP"""
Nike,1197869829375643649,2019-11-22 13:29:57,"b""@naji_aldajani Starting off those FriYAY vibes right. Let's keep it going. https://t.co/czAu7x1FTn"""
Nike,1197438763883995137,2019-11-21 08:57:03,b'@lebolger Four weeks in a row and still going strong. Dare to go for a fifth? https://t.co/3I7l4bJqKq'
Nike,1197313157531873280,2019-11-21 00:37:56,b'@gbarrett123 No excuses on the path to greatness. \xf0\x9f\x9a\x80'
Nike,1196899454168817664,2019-11-19 21:14:01,b'@Nrozco That fit tho? Sheesh. \xf0\x9f\x94\xa5'
Nike,1196838139668705283,2019-11-19 17:10:23,"b""@Joaopedrostan1 It's the purrfect size. \xf0\x9f\x90\xb1"""
Nike,1196360130813665280,2019-11-18 09:30:57,"b'@vieramirez Victoria, \xc2\xbfpuedes visualizar la carrera en tu actividad del Apple Watch? Un saludo https://t.co/klmMF0Q8Tn'"
Nike,1195830605935775744,2019-11-16 22:26:48,"b""@comeonnowhoney Hey Bonnie, they'll be available for $120 USD. Keep it locked to our site for availability and in the meantime, learn more about the shoes here: https://t.co/Kc2kyyoJES"""
Nike,1195799317359079431,2019-11-16 20:22:28,b'@DomanickD The Air Zoom Pulse will be available in December! Read more on our site here: https://t.co/om3uRRgm1v'
Nike,1195784475562692608,2019-11-16 19:23:30,b'@afarina6 Sounds like the Element 3.0 running top is what you need! https://t.co/N3bODBaYzi'
Nike,1195778182324084736,2019-11-16 18:58:29,"b'@afarina6 Hey Anthony, that looks like an older version of our AeroLayer Running Jacket. Check out a newer one on our site here! https://t.co/ZmIG3lenVd'"
Nike,1195496820279062528,2019-11-16 00:20:27,"b""@Sarj007 It's like you never stopped. \xf0\x9f\x92\xaa"""
Nike,1195493045472501760,2019-11-16 00:05:27,"b""@corinpoppet They'll be $120 USD. Learn more about the shoes on our site. \xf0\x9f\xa9\xba https://t.co/dP3IFCgK1V"""
Nike,1195491805070077952,2019-11-16 00:00:32,"b""@KeenanHaugen They'll be unisex! Be sure to share a pic when you cop your pair in December. Read more here: https://t.co/6wSrTuxAB1"""
Nike,1195446240739254272,2019-11-15 20:59:28,"b'@erecher Hey Eric, stay tuned to https://t.co/yYv8xSbp4x for all upcoming details regarding the Air Zoom Pulse! In the meantime, you can read more about it here: https://t.co/OfOb1D1IJM'"
Nike,1195084238388899840,2019-11-14 21:01:00,"b""@_stephencurrie It's the real deal, Stephen. Don't sweat it, you'll have another chance to cop 12.14 at 7a ET. https://t.co/gD9NTALDLq"""
Nike,1195083708182802445,2019-11-14 20:58:54,"b""@KSweat6 Those released back in 2017 and aren't on our site anymore, but we've got plenty to keep you dry this winter. \xe2\x9d\x84\xef\xb8\x8f \n\nhttps://t.co/RRVw26JHGO"""
Nike,1194530820729511936,2019-11-13 08:21:55,"b'@astak9 Dit is natuurlijk niet de bedoeling. Hiervoor adviseren wij je rechtstreeks contact op te nemen via de volgende pagina, zodat we je direct verder kunnen assisteren | https://t.co/GCUzEssUSS of op het volgende telefoonnummer: +31207219453'"
Nike,1194415330875101186,2019-11-13 00:43:00,"b'@caseymaeknox Hey Casey, we have some that you may like! Keep it locked to our site as new styles may drop. \xf0\x9f\x8c\xa1\xef\xb8\x8f https://t.co/jcQqlWaXQn'"
Nike,1194327118571855875,2019-11-12 18:52:29,"b""@HB_FNBR Let's see 'em take these! https://t.co/fcl03l6twv"""
Nike,1193662252789968897,2019-11-10 22:50:32,"b""@vikram94shekhar Let's get it, Vikram! It's never easy, but it's always worth it! https://t.co/WRFULCzt0C"""
Nike,1192981259741470720,2019-11-09 01:44:31,b'@slimxronald \xf0\x9f\x91\x80\nhttps://t.co/42jDLuXDBi'
Nike,1192785843141914624,2019-11-08 12:48:00,"b'@lau_mcmuffin Hola, \xc2\xbfpodr\xc3\xadas enviar un privado especificando tu correo electr\xc3\xb3nico registrado con nosotros?Quedamos a la espera. Un saludo. https://t.co/klmMF0Q8Tn'"
Nike,1192482818066128899,2019-11-07 16:43:53,"b'@johnmlpr30 It may not be called that, but we all know who the Monarch is for. \xf0\x9f\x91\xa8 https://t.co/39GnY0PmB6'"
Nike,1192382029259837441,2019-11-07 10:03:23,"b'@carolaprato Hola Carolina. Para poder revisar tu caso, \xc2\xbfpuedes facilitarnos, mediante un mensaje privado, tu correo electr\xc3\xb3nico registrado? Te esperamos. https://t.co/klmMF0Q8Tn'"
Nike,1192134049520730113,2019-11-06 17:38:00,"b'Winners compete for themselves, heroes do it for much more. #justdoit https://t.co/i1imhOxzgG'"
Nike,1192131512277381121,2019-11-06 17:27:55,"b'@lrocks09 Hey Lorna, it reopens 11.14. Let us know what you cop when you go! \xf0\x9f\xa5\xb3'"
Nike,1191661553529114624,2019-11-05 10:20:29,b'@Bito_Roberto Killing it with on the 3rd time. Are we going for number four? \xf0\x9f\x92\xaa'
Nike,1191392914976444417,2019-11-04 16:33:00,"b""@LCoelho9 Welcome back, let's get it! \xf0\x9f\x92\xaa"""
Nike,1189979596130865154,2019-10-31 18:56:59,"b'@TnT_Craderrr The Nike SB Dunk Lo ""Night of Mischief"" is exclusively available at local skate shops. Check out our skate shop locator here: https://t.co/fyDf0tdpbs'"
Nike,1189961533952053249,2019-10-31 17:45:12,"b'@andyacr The picture is plenty clear for us, Andy. \xf0\x9f\x91\x80 \n\nhttps://t.co/bgOt0mXquw'"
Nike,1189939564858753024,2019-10-31 16:17:54,"b'@Bodnax The Nike SB Dunk Lo ""Night of Mischief"" is exclusively available at local skate shops. Check out our skate shop locator here: https://t.co/6AEQpfGTLd'"
Nike,1189693996815265792,2019-10-31 00:02:06,"b""@GageElijah3 Hey Gage, sorry to hear your shoes didn't come as expected. Know that any purchase from us can be returned within 30 days for a full refund. DM us your order number and NikePlus email and we can get started on the process for you."""
Nike,1189654608811036672,2019-10-30 21:25:36,"b""@shanejurgo We've got you covered, Shane. \xf0\x9f\x99\x8c https://t.co/LyHke5XHqA"""
Nike,1189323527830286339,2019-10-29 23:30:00,"b""@monster_queen16 Those are the NSW Woven Shorts (AR2382). We weren't able to track down that specific colorway, but we do have a few others on our site here: https://t.co/SqCxCfsOko"""
Nike,1189207394410217472,2019-10-29 15:48:31,b'@aedelano The bounce is back! Cop Shox here: https://t.co/wYJtKUkfTp'
Nike,1188152189010825217,2019-10-26 17:55:31,"b'@SpoiledRSbaby Those look like our Nike Free Run+ 3, style code 510643-702. They were released in 2012 and are no longer available on our site. You can check out the new Free Rn here: https://t.co/XRXiHbVQ77'"
Nike,1187766213084102656,2019-10-25 16:21:47,"b""@RiosStepahanie Hi Stepahanie, it looks like the Huarache Run Ultra (819151-011) is no longer available for purchase. Have you checked out the Air Huarache? It has a similar look and feel as the Ultra, and it's available in your size! Check it out: https://t.co/YGDk5WT2as"""
Nike,1187131796816875520,2019-10-23 22:20:50,"b""@JJ__757 They're currently set to drop on 10.25. You'll be able to cop here. \xf0\x9f\x92\x80\xe2\xac\x87\xef\xb8\x8f https://t.co/SCSim5Mol2"""
Nike,1187129991215157255,2019-10-23 22:13:40,"b""@EdeX57222676 Let's pull in our friends @nikestore to take a look. \xf0\x9f\x91\x8d"""
Nike,1187046092615098370,2019-10-23 16:40:17,b'@paulex78 Air \xf0\x9f\x92\xa8 + Force \xf0\x9f\x96\x90\xef\xb8\x8f = Fun \xf0\x9f\x98\x83'
Nike,1187040460231061504,2019-10-23 16:17:54,b'@michuabs Our friends over at @nikestore can help you with this. \xf0\x9f\x91\x8d'
Nike,1186638679533588480,2019-10-22 13:41:22,"b""@Shan_Jones_ We have plenty of non-pink colored shoes available. Go to the link and sort by your favorite color on the left to find em': https://t.co/4btxzHqmY7"""
Nike,1186006000429613058,2019-10-20 19:47:20,b'@antdwg1967 \xf0\x9f\xa7\xa2 \xe2\x9c\x94\xef\xb8\x8f\n\xf0\x9f\x91\x95\xe2\x9c\x94\xef\xb8\x8f\n\xf0\x9f\x91\x96\xe2\x9c\x94\xef\xb8\x8f\n\xf0\x9f\x91\x9f\xe2\x9c\x94\xef\xb8\x8f'
Nike,1185983048560582657,2019-10-20 18:16:07,"b'@DeNovo09 Keep on, keepin on! \xf0\x9f\x92\xaa'"
Nike,1185683586856488961,2019-10-19 22:26:10,"b""@markischarles Adding a personal logo isn't an option at this time, however, you can add text and choose your own unique colors with Nike By You here: https://t.co/TKttykbeMl"""
Nike,1185669738048999425,2019-10-19 21:31:08,"b""@markischarles You can never go wrong with the Pegasus 36. It's comfortable, has perforations for cooling and provides a smooth and responsive ride. \xf0\x9f\x99\x8chttps://t.co/DnFZvUJT4G"""
Nike,1185636610169360386,2019-10-19 19:19:30,"b'@Strech_1986 Well done, Rick! 10 next week? \xf0\x9f\x91\x80'"
Nike,1185593063231623169,2019-10-19 16:26:28,b'@cecilia_jessyka Nothing beats the classics. \xf0\x9f\x98\x8d'
Nike,1184888179549192197,2019-10-17 17:45:30,b'@back_up10 Legend from the turf to the street. Welcome to the club! \xf0\x9f\x91\x8c'
Nike,1184241670390452225,2019-10-15 22:56:31,b'@CM0042 Look no further. \xf0\x9f\x91\x8a | https://t.co/IyH3ioOEU7'
Nike,1184183299377422336,2019-10-15 19:04:34,"b""@bradwipert Hey Brad, no word at this time about those becoming available for purchase. We'd suggest keeping an eye on our site for any updates! | https://t.co/eB2SbgUaC9"""
Nike,1184109828567945216,2019-10-15 14:12:37,"b""@Dylaaan_D Throwback, and it's not even Thursday. \xe2\x9c\x8a\n\nWe passed your suggestion along to our team."""
Nike,1184094862209175553,2019-10-15 13:13:09,"b'@mics346 Rep your city, no matter where you are. \xf0\x9f\x98\x8e \xf0\x9f\x94\xa5'"
Nike,1184038977877229568,2019-10-15 09:31:05,"b'@Yes_iHoop14 No better way to start your special day than with some frosty new kicks. \xf0\x9f\x98\x8e Have a good birthday, Kimmy.'"
Nike,1184036782150696961,2019-10-15 09:22:21,"b'@wperezm Hola, encantados. Te vamos a dejar un link desde el que te recomendamos contactarnos y de este modo podemos revisar contigo que ha podido ocurrir. Te esperamos. \nhttps://t.co/sfc3L7XsEp'"
Nike,1184028293693165568,2019-10-15 08:48:38,b'@freyanch Time to lace up and make some heads turn. \xf0\x9f\x94\xa5 \xf0\x9f\x8c\xb6\xef\xb8\x8f'
Nike,1183800729745666048,2019-10-14 17:44:22,"b""@Kym_Nichole If it was easy, everybody would do it. Keep pushin' the pace. \xf0\x9f\x91\x8a"""
Nike,1183500043854270464,2019-10-13 21:49:33,"b'Leave them chasing. Again.\n\xe2\xa0\x80\nLawrence Cherono sprints to the finish in a tight competition on the streets of Chicago. Finishing with a time of 2:05:45, Lawrence is once again second to none. #justdoit #chicagomarathon https://t.co/0wl0GfE0qw'"
Nike,1183468115843264513,2019-10-13 19:42:41,b'@AbbeWright \xf0\x9f\x90\x8b\xf0\x9f\x90\x8b\xf0\x9f\x90\x8b'
Nike,1183452242315272194,2019-10-13 18:39:36,b'@2Kallday13 Why not create your own? https://t.co/f7N5xFjun4'
Nike,1183433710881792000,2019-10-13 17:25:58,"b'If it hasn\xe2\x80\x99t been done before, it\xe2\x80\x99s yours to claim.\n\nBrigid Kosgei becomes the fastest woman in history to run 26.2 miles with a time of 2:14:04. Congrats on your World Record and second consecutive victory at the Bank of America Chicago Marathon. #justdoit #chicagomarathon https://t.co/7wQYJvCRWx'"
Nike,1183395575305265152,2019-10-13 14:54:26,"b'@ilykathyxo Look no further, Katherine. \xf0\x9f\x98\x8f https://t.co/3CSrj9S6k8'"
Nike,1182955340670947329,2019-10-12 09:45:06,b'\xe2\x80\x9cI run to prove to any human in this universe that there are no limitations.\xe2\x80\x9d @EliudKipchoge \n\nA crazy dream come true \xe2\x80\x94 Eliud Kipchoge becomes the world\xe2\x80\x99s first to run a marathon in under two hours. #justdoit https://t.co/12mVz1wbpd'
Nike,1182756005131833344,2019-10-11 20:33:00,"b""@Outsideacircus Gone, but never forgotten! Find out more about our Nike Grind program here: https://t.co/WqZKKO8DKY\n\nIf you're looking to upgrade, check out our Pegasus 36 here: https://t.co/nOkRNuE3gA"""
Nike,1182755752198508545,2019-10-11 20:32:00,"b""@Acee626 The W of all W's! Congrats \xf0\x9f\x91\xb6."""
Nike,1182693219685011459,2019-10-11 16:23:31,b'@lopsster Breaking records? No problem. https://t.co/4pJCMGh6sx'
Nike,1182365301511479297,2019-10-10 18:40:29,"b""@shellcain3 We've got you covered, Shelley! Check out our selection of USWNT 4 Star Jerseys \xe2\xac\x87\xef\xb8\x8f. If you don't see the size you're looking for, stay tuned for a possible restock.\n\nMen's: https://t.co/RdKAX6IUBP\nWomen's: https://t.co/ddpfsF5baM"""
Nike,1182360522827685888,2019-10-10 18:21:30,"b""@drimanphd Hey Iman, let's get you suited up! We have the Air Satin Jacket in Echo Pink available here: https://t.co/UzXfyDLLIL\n\nWe also have the Air Legging in a few other colorways, check em' out here: https://t.co/ZyqTu511vz"""
Nike,1181997624527921153,2019-10-09 18:19:28,"b'@garymheffernan Nothing to share as of now, but keep your eyes on our NikeNews page for any updates: https://t.co/kSzJjQdYtf'"
Nike,1181713534759124992,2019-10-08 23:30:36,"b""@TomZajaczkowski Your best bet is to work back with the original retailer. If they aren't able to help, our team is ready to help keep your season going at +44 (0) 2076604453 (8:00 - 20:00 Mon - Fri, 8:00 - 17:00 Sat)."""
Nike,1181689098483961856,2019-10-08 21:53:30,"b""@SarahBuice Sounds like it's time for a new pair. \xf0\x9f\xa4\x99 https://t.co/VMdEXtT3YU"""
